10000003,20000001,30000004,40000003,50000004,60000002,70000002,80000001,90000005,100000003,110000002,120000001,130000043,130001549

74061,0,0,0,0,0,0,0,0,0,0,0,0,1,0
524233,0,0,0,0,0,0,0,0,0,0,0,0,1,0
524234,13740,13467,13726,13509,13783,14252,14066,13533,13557,14422,13614,14046,13241,0
524238,3554,3741,4386,3964,3885,3962,3748,3772,3990,4075,4071,4247,4314,0
524239,8358,8067,8447,8336,8207,8057,8067,8613,8747,8917,8536,8610,7935,0
524240,8552,8883,8516,8099,8360,8676,7903,7999,8486,8779,8695,8445,8679,0
524241,9152,8717,8490,8620,8958,8983,9913,9472,8336,8805,8719,9103,7977,0
524242,4058,3515,3795,3866,4248,4945,4953,3522,3774,4592,3543,3982,4051,0
524243,30118,29338,30396,29514,30350,31654,31124,29568,29626,32020,29866,31166,29650,0
524244,2264,2062,2354,2202,2476,2636,2440,2250,2276,2822,2272,2646,2348,0
524245,2190,2062,1976,2072,2180,2350,2364,2050,2028,2510,2164,2200,2150,0
524246,2030,1990,1980,1908,1992,2126,2090,1982,2008,2156,1972,2008,1994,0
524247,1940,1894,1764,1834,1804,2042,1952,1906,1926,2112,1706,1980,1898,0
524248,1836,1812,1798,1806,1848,1900,1822,1706,1848,1840,1788,1766,1758,0
524249,1828,1634,1716,1738,1688,1760,1830,1784,1668,1810,1794,1740,1690,0
524250,1716,1702,1692,1686,1672,1692,1682,1660,1648,1644,1638,1688,1546,0
524251,1596,1718,1696,1584,1620,1700,1666,1660,1628,1542,1646,1594,1480,0
524252,1590,1604,1638,1692,1592,1618,1510,1540,1574,1624,1662,1546,1566,0
524253,1506,1568,1508,1546,1514,1430,1504,1526,1508,1582,1446,1538,1320,0
524254,1592,1596,1554,1438,1480,1466,1532,1536,1504,1486,1538,1440,1346,0
524255,1356,1412,1454,1466,1356,1386,1434,1364,1368,1346,1478,1336,1346,0
524256,1328,1362,1386,1360,1314,1310,1248,1394,1390,1280,1354,1314,1158,0
524257,1276,1230,1206,1242,1250,1244,1234,1270,1314,1134,1226,1292,1134,0
524258,1066,1098,1090,1186,1262,1014,1082,1156,1144,1056,1112,1182,1146,0
524259,0,0,0,0,0,0,0,14,8,12,36,0,72,0
524260,0,0,0,0,0,0,0,0,0,0,0,0,64,0
524261,0,0,0,0,0,0,0,0,0,0,0,0,64,0
524262,0,0,0,0,0,0,0,0,0,0,0,0,64,0
524263,0,0,0,0,0,0,0,0,0,0,0,0,64,0
524264,0,0,0,0,0,0,0,0,0,0,0,0,64,0
524265,0,0,0,0,0,0,0,0,0,0,0,0,64,0
524266,0,0,0,0,0,0,0,0,0,0,0,0,64,0
524267,0,0,0,0,0,0,0,0,0,0,0,0,64,0
524268,0,0,0,0,0,0,0,0,0,0,0,0,64,0
524269,0,0,0,0,0,0,0,0,0,0,0,0,64,0
524270,0,0,0,0,0,0,0,0,0,0,0,0,4,2
524821,0,0,0,0,0,0,0,0,0,0,0,0,45,0
524822,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524823,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524824,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524825,0,0,0,0,0,0,0,0,0,0,0,0,147,0
524826,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524827,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524828,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524829,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524830,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524831,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524832,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524833,0,0,0,0,0,0,0,0,0,0,0,0,147,0
524834,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524835,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524836,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524837,0,0,0,0,0,0,0,0,0,0,0,0,147,0
524838,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524839,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524840,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524841,0,0,0,0,0,0,0,0,0,0,0,0,147,0
524842,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524843,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524844,0,0,0,0,0,0,0,0,0,0,0,0,132,0
524845,0,0,0,0,0,0,0,0,0,0,0,0,123,0
524942,0,0,0,0,0,0,0,0,0,0,0,0,53,0
524943,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524944,0,0,0,0,0,0,0,0,0,0,0,0,10,0
524945,0,0,0,0,0,0,0,0,0,0,0,0,8,0
524946,0,0,0,0,0,0,0,0,0,0,0,0,6,0
524947,0,0,0,0,0,0,0,0,0,0,0,0,12,0
524948,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524949,0,0,0,0,0,0,0,0,0,0,0,0,6,0
524950,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524951,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524952,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524953,0,0,0,0,0,0,0,0,0,0,0,0,10,0
524954,0,0,0,0,0,0,0,0,0,0,0,0,10,0
524955,0,0,0,0,0,0,0,0,0,0,0,0,8,0
524956,0,0,0,0,0,0,0,0,0,0,0,0,10,0
524957,0,0,0,0,0,0,0,0,0,0,0,0,6,0
524958,0,0,0,0,0,0,0,0,0,0,0,0,108,0
524959,0,0,0,0,0,0,0,0,0,0,0,0,6,0
524960,0,0,0,0,0,0,0,0,0,0,0,0,6,0
524961,0,0,0,0,0,0,0,0,0,0,0,0,10,0
524962,0,0,0,0,0,0,0,0,0,0,0,0,10,0
524963,0,0,0,0,0,0,0,0,0,0,0,0,8,0
524964,0,0,0,0,0,0,0,0,0,0,0,0,8,0
524965,0,0,0,0,0,0,0,0,0,0,0,0,6,0
524966,0,0,0,0,0,0,0,0,0,0,0,0,20,0
524967,0,0,0,0,0,0,0,0,0,0,0,0,16,0
524968,0,0,0,0,0,0,0,0,0,0,0,0,26,0
524969,0,0,0,0,0,0,0,0,0,0,0,0,12,0
524970,0,0,0,0,0,0,0,0,0,0,0,0,8,0
524971,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524972,0,0,0,0,0,0,0,0,0,0,0,0,10,0
524973,0,0,0,0,0,0,0,0,0,0,0,0,8,0
524974,0,0,0,0,0,0,0,0,0,0,0,0,9,0
524975,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524976,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524977,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524978,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524979,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524980,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524981,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524982,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524983,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524984,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524985,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524986,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524987,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524988,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524989,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524990,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524991,0,0,0,0,0,0,0,0,0,0,0,0,216,0
524992,0,0,0,0,0,0,0,0,0,0,0,0,30,0
524993,0,0,0,0,0,0,0,0,0,0,0,0,26,0
524994,0,0,0,0,0,0,0,0,0,0,0,0,12,0
524995,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524996,0,0,0,0,0,0,0,0,0,0,0,0,4,0
524997,0,0,0,0,0,0,0,0,0,0,0,0,8,0
524998,0,0,0,0,0,0,0,0,0,0,0,0,6,0
524999,0,0,0,0,0,0,0,0,0,0,0,0,6,0
525000,0,0,0,0,0,0,0,0,0,0,0,0,8,0
525001,0,0,0,0,0,0,0,0,0,0,0,0,6,0
525002,0,0,0,0,0,0,0,0,0,0,0,0,8,0
525003,0,0,0,0,0,0,0,0,0,0,0,0,4,0
525004,0,0,0,0,0,0,0,0,0,0,0,0,8,0
525005,0,0,0,0,0,0,0,0,0,0,0,0,10,0
525006,0,0,0,0,0,0,0,0,0,0,0,0,8,0
525007,0,0,0,0,0,0,0,0,0,0,0,0,6861,54
525008,0,0,0,0,0,0,0,0,0,0,0,0,524,4
525009,0,0,0,0,0,0,0,0,0,0,0,0,472,8
525010,0,0,0,0,0,0,0,0,0,0,0,0,412,6
525011,0,0,0,0,0,0,0,0,0,0,0,0,424,2
525012,0,0,0,0,0,0,0,0,0,0,0,0,378,2
525013,0,0,0,0,0,0,0,0,0,0,0,0,412,10
525014,0,0,0,0,0,0,0,0,0,0,0,0,430,2
525015,0,0,0,0,0,0,0,0,0,0,0,0,336,2
525016,0,0,0,0,0,0,0,0,0,0,0,0,358,2
525017,0,0,0,0,0,0,0,0,0,0,0,0,390,0
525018,0,0,0,0,0,0,0,0,0,0,0,0,370,0
525019,0,0,0,0,0,0,0,0,0,0,0,0,354,0
525020,0,0,0,0,0,0,0,0,0,0,0,0,302,2
525021,0,0,0,0,0,0,0,0,0,0,0,0,338,4
525022,0,0,0,0,0,0,0,0,0,0,0,0,272,0
525023,0,0,0,0,0,0,0,0,0,0,0,0,32634,56
525024,0,0,0,0,0,0,0,0,0,0,0,0,2470,0
525025,0,0,0,0,0,0,0,0,0,0,0,0,2218,8
525026,0,0,0,0,0,0,0,0,0,0,0,0,2032,4
525027,0,0,0,0,0,0,0,0,0,0,0,0,1912,4
525028,0,0,0,0,0,0,0,0,0,0,0,0,1574,4
525029,0,0,0,0,0,0,0,0,0,0,0,0,1654,2
525030,0,0,0,0,0,0,0,0,0,0,0,0,1484,0
525031,0,0,0,0,0,0,0,0,0,0,0,0,1522,10
525032,0,0,0,0,0,0,0,0,0,0,0,0,1380,2
525033,0,0,0,0,0,0,0,0,0,0,0,0,1392,0
525034,0,0,0,0,0,0,0,0,0,0,0,0,1338,2
525035,0,0,0,0,0,0,0,0,0,0,0,0,1266,0
525036,0,0,0,0,0,0,0,0,0,0,0,0,1348,2
525037,0,0,0,0,0,0,0,0,0,0,0,0,1244,4
525038,0,0,0,0,0,0,0,0,0,0,0,0,1114,4
525039,0,0,0,0,0,0,0,0,0,0,0,0,54935,129
525040,0,0,0,0,0,0,0,0,0,0,0,0,2831,4
525041,0,0,0,0,0,0,0,0,0,0,0,0,1742,4
525042,0,0,0,0,0,0,0,0,0,0,0,0,1279,0
525043,0,0,0,0,0,0,0,0,0,0,0,0,1192,0
525044,0,0,0,0,0,0,0,0,0,0,0,0,1193,6
525045,0,0,0,0,0,0,0,0,0,0,0,0,1012,0
525046,0,0,0,0,0,0,0,0,0,0,0,0,1057,5
525047,0,0,0,0,0,0,0,0,0,0,0,0,1103,3
